"faixa_etaria","ano","sexo","tx_100mil","aumento"
"20 anos ou mais",2012,"todos",8.34593227152332,36.3381411512053
"20 anos ou mais",2013,"todos",9.83971038642047,60.7403199434203
"20 anos ou mais",2014,"todos",11.2053133368294,83.0486447359211
"20 anos ou mais",2015,"todos",14.5523963716807,137.726188766249
"20 anos ou mais",2016,"todos",15.7162947930318,156.739492743958
"20 anos ou mais",2017,"todos",21.4799023066531,250.893088671572
"20 anos ou mais",2018,"todos",26.812728611224,338.0094948193
"20 anos ou mais",2019,"todos",34.4574555286847,462.892830032962
"20 anos ou mais",2020,"todos",27.1989909425485,344.319429591859
"20 anos ou mais",2021,"todos",30.9954390232381,406.337746714365
