"resposta","pergunta","pais","ano","n","p"
"Concordo","Os outros alunos parecem gostar de mim","JPN","2018",796841.914246623,73.8554233015154
"Concordo","Os outros alunos parecem gostar de mim","JPN","2022",863042.030695084,84.498502303849
"Concordo","Os outros alunos parecem gostar de mim","KAZ","2012",121599.1855,89.0666449582844
"Concordo","Os outros alunos parecem gostar de mim","KAZ","2018",150639.781573367,70.9799005258768
"Concordo","Os outros alunos parecem gostar de mim","KAZ","2022",202158.352229589,74.201208237492
"Concordo","Os outros alunos parecem gostar de mim","KHM","2022",99810.9521178049,78.9587345805965
"Concordo","Os outros alunos parecem gostar de mim","KOR","2000",247940.6852,42.9112265011621
"Concordo","Os outros alunos parecem gostar de mim","KOR","2003",236690.0958,44.7533043730908
"Concordo","Os outros alunos parecem gostar de mim","KOR","2012",311812.1427,77.7064540969224
"Concordo","Os outros alunos parecem gostar de mim","KOR","2015",466362.1288751,81.9464177556542
"Concordo","Os outros alunos parecem gostar de mim","KOR","2018",367911.642140813,80.7631332276851
"Concordo","Os outros alunos parecem gostar de mim","KOR","2022",351488.210025951,82.1211800743451
"Concordo","Os outros alunos parecem gostar de mim","KSV","2015",19083.0732386397,85.4487693873334
"Concordo","Os outros alunos parecem gostar de mim","KSV","2018",19924.4776980125,77.4095000635169
"Concordo","Os outros alunos parecem gostar de mim","KSV","2022",16078.7428994677,76.4016693607729
"Concordo","Os outros alunos parecem gostar de mim","LBN","2015",32845.6857416846,77.5934262515258
"Concordo","Os outros alunos parecem gostar de mim","LIE","2000",222.953,71.1473865534366
"Concordo","Os outros alunos parecem gostar de mim","LIE","2003",219.8677,69.918575346822
"Concordo","Os outros alunos parecem gostar de mim","LIE","2012",178.9272,89.8468417032854
"Concordo","Os outros alunos parecem gostar de mim","LTU","2012",17830.1864,81.933066374942
"Concordo","Os outros alunos parecem gostar de mim","LTU","2015",18718.1884160683,62.5720939390876
"Concordo","Os outros alunos parecem gostar de mim","LTU","2018",16795.7339122987,68.6850209555679
"Concordo","Os outros alunos parecem gostar de mim","LTU","2022",18135.7640545652,74.7825984842831
"Concordo","Os outros alunos parecem gostar de mim","LUX","2000",2715.7585,71.428128062875
"Concordo","Os outros alunos parecem gostar de mim","LUX","2003",3572.5405,90.6255047288727
"Concordo","Os outros alunos parecem gostar de mim","LUX","2012",3141.0122,88.3780974208158
"Concordo","Os outros alunos parecem gostar de mim","LUX","2015",4504.26078040113,81.3043384384139
"Concordo","Os outros alunos parecem gostar de mim","LUX","2018",4454.57917559779,81.3176160064036
"Concordo","Os outros alunos parecem gostar de mim","LVA","2000",18226.9824,64.1780534084312
"Concordo","Os outros alunos parecem gostar de mim","LVA","2003",23459.6738,72.3409851650752
"Concordo","Os outros alunos parecem gostar de mim","LVA","2012",8342.6255,80.0370477934053
"Concordo","Os outros alunos parecem gostar de mim","LVA","2015",10447.8573013508,68.1987155213393
"Concordo","Os outros alunos parecem gostar de mim","LVA","2018",10387.872618145,65.1993401890537
"Concordo","Os outros alunos parecem gostar de mim","LVA","2022",11598.920297132,68.9077940564845
"Concordo","Os outros alunos parecem gostar de mim","MAC","2003",4691.8126,72.2841700973618
"Concordo","Os outros alunos parecem gostar de mim","MAC","2012",2581.0912,72.7843660983473
"Concordo","Os outros alunos parecem gostar de mim","MAC","2015",2969.77199721547,65.8924307133819
"Concordo","Os outros alunos parecem gostar de mim","MAC","2018",2353.47659611676,61.9498977283951
"Concordo","Os outros alunos parecem gostar de mim","MAC","2022",2972.19577016848,67.1986376506675
"Concordo","Os outros alunos parecem gostar de mim","MAR","2018",280111.71544092,72.4911868411876
"Concordo","Os outros alunos parecem gostar de mim","MAR","2022",343313.146291022,75.455701389792
"Concordo","Os outros alunos parecem gostar de mim","MDA","2015",24748.3097687644,84.3474496749374
"Concordo","Os outros alunos parecem gostar de mim","MDA","2018",22601.8268633748,80.0007510662505
"Concordo","Os outros alunos parecem gostar de mim","MDA","2022",22202.1355267101,76.8805864642982
"Concordo","Os outros alunos parecem gostar de mim","MEX","2000",735173.308,80.1960881428539
"Concordo","Os outros alunos parecem gostar de mim","MEX","2003",868489.5675,89.1466253392988
"Concordo","Os outros alunos parecem gostar de mim","MEX","2012",765604.8213,88.9467696937164
"Concordo","Os outros alunos parecem gostar de mim","MEX","2015",1003407.1589975,72.0323385685262
"Concordo","Os outros alunos parecem gostar de mim","MEX","2018",1142532.53109882,77.1509981566883
"Concordo","Os outros alunos parecem gostar de mim","MEX","2022",1054499.66406816,75.6603949348607
"Concordo","Os outros alunos parecem gostar de mim","MKD","2000",15619.4689,83.4116504757208
"Concordo","Os outros alunos parecem gostar de mim","MKD","2015",13700.4290747885,86.4547605319783
"Concordo","Os outros alunos parecem gostar de mim","MKD","2022",13252.9424996001,80.0880133171123
"Concordo","Os outros alunos parecem gostar de mim","MLT","2015",3785.97697368997,88.1282859018623
"Concordo","Os outros alunos parecem gostar de mim","MLT","2018",3265.19030371534,83.1900196881424
"Concordo","Os outros alunos parecem gostar de mim","MLT","2022",3246.06663663717,82.0750284529058
"Concordo","Os outros alunos parecem gostar de mim","MNE","2012",4364.2102,88.6840876445139
"Concordo","Os outros alunos parecem gostar de mim","MNE","2015",5400.9713163171,79.6994014247607
"Concordo","Os outros alunos parecem gostar de mim","MNE","2018",5436.12254487307,76.7022119017174
"Concordo","Os outros alunos parecem gostar de mim","MNE","2022",5371.43902835187,84.7222003203413
"Concordo","Os outros alunos parecem gostar de mim","MNG","2022",25613.4579842905,62.7356548024534
"Concordo","Os outros alunos parecem gostar de mim","MYS","2012",222923.4309,80.3465650040344
"Concordo","Os outros alunos parecem gostar de mim","MYS","2018",276665.71407418,71.1886168592715
"Concordo","Os outros alunos parecem gostar de mim","MYS","2022",262290.887308829,67.1771478939087
"Concordo","Os outros alunos parecem gostar de mim","NLD","2000",142069.2247,92.8616740915777
"Concordo","Os outros alunos parecem gostar de mim","NLD","2003",162267.3018,92.5685276289949
"Concordo","Os outros alunos parecem gostar de mim","NLD","2012",118081.7612,93.9944071216672
"Concordo","Os outros alunos parecem gostar de mim","NLD","2015",176351.601690503,91.9376021749163
"Concordo","Os outros alunos parecem gostar de mim","NLD","2018",174911.829010363,91.9231395203822
"Concordo","Os outros alunos parecem gostar de mim","NLD","2022",140270.448221168,89.924224540178
"Concordo","Os outros alunos parecem gostar de mim","NOR","2000",42259.609,87.9464210794729
"Concordo","Os outros alunos parecem gostar de mim","NOR","2003",46102.147,90.7145557974802
"Concordo","Os outros alunos parecem gostar de mim","NOR","2012",33336.6435,88.7327802179931
"Concordo","Os outros alunos parecem gostar de mim","NOR","2015",48183.2974053526,82.956542951382
"Concordo","Os outros alunos parecem gostar de mim","NOR","2018",45711.5249299398,82.2652032296886
"Concordo","Os outros alunos parecem gostar de mim","NOR","2022",47914.7011028187,81.2529547006791
"Concordo","Os outros alunos parecem gostar de mim","NZL","2000",42521.3845,93.0784228475484
"Concordo","Os outros alunos parecem gostar de mim","NZL","2003",43954.088,93.717910064854
"Concordo","Os outros alunos parecem gostar de mim","NZL","2012",31430.3949,91.411319614942
"Concordo","Os outros alunos parecem gostar de mim","NZL","2015",47895.6117374829,88.2470943312522
"Concordo","Os outros alunos parecem gostar de mim","NZL","2018",45091.9425337334,85.0797360261284
"Concordo","Os outros alunos parecem gostar de mim","NZL","2022",47609.7053485444,84.4410572543822
"Concordo","Os outros alunos parecem gostar de mim","PAN","2018",29331.0493601446,76.1052877064307
"Concordo","Os outros alunos parecem gostar de mim","PAN","2022",33420.91907039,79.4041740364064
"Concordo","Os outros alunos parecem gostar de mim","PER","2000",211330.6264,83.5313251628016
"Concordo","Os outros alunos parecem gostar de mim","PER","2012",212214.8058,86.6288048539006
"Concordo","Os outros alunos parecem gostar de mim","PER","2015",333465.287077902,77.2378478345891
"Concordo","Os outros alunos parecem gostar de mim","PER","2018",341532.409178165,80.4388350992772
"Concordo","Os outros alunos parecem gostar de mim","PER","2022",383459.14185302,76.8339638707313
"Concordo","Os outros alunos parecem gostar de mim","PHL","2018",1053167.50276425,75.1948799714944
"Concordo","Os outros alunos parecem gostar de mim","PHL","2022",1298354.45431542,72.8227983494471
"Concordo","Os outros alunos parecem gostar de mim","POL","2000",280216.6615,56.6661058134275
"Concordo","Os outros alunos parecem gostar de mim","POL","2003",485948.2786,92.7637616436049
"Concordo","Os outros alunos parecem gostar de mim","POL","2012",208295.8317,83.7210086628102
"Concordo","Os outros alunos parecem gostar de mim","POL","2015",253352.98268474,73.285011381764
"Concordo","Os outros alunos parecem gostar de mim","POL","2018",232879.315546533,73.0661924278748
"Concordo","Os outros alunos parecem gostar de mim","POL","2022",257427.670031491,75.3677618828449
"Concordo","Os outros alunos parecem gostar de mim","PRT","2000",89681.2453,91.4744521915368
"Concordo","Os outros alunos parecem gostar de mim","PRT","2003",85507.8904,90.6948705320844
"Concordo","Os outros alunos parecem gostar de mim","PRT","2012",58992.1004,93.5561791037637
"Concordo","Os outros alunos parecem gostar de mim","PRT","2015",85167.2365724619,87.6083042951974
"Concordo","Os outros alunos parecem gostar de mim","PRT","2018",87420.949000706,88.637439103507
"Concordo","Os outros alunos parecem gostar de mim","PRT","2022",84441.3356981421,87.4071530256629
"Concordo","Os outros alunos parecem gostar de mim","PRY","2022",63647.3495160235,78.5728901915969
"Concordo","Os outros alunos parecem gostar de mim","PSE","2022",73464.6222085901,83.1205697452851
"Concordo","Os outros alunos parecem gostar de mim","QAR","2015",29498.3664552571,91.6679515918441
"Concordo","Os outros alunos parecem gostar de mim","QAT","2012",5622.1409,85.9423053282068
"Concordo","Os outros alunos parecem gostar de mim","QAT","2015",10740.9824810334,82.9335703599387
"Concordo","Os outros alunos parecem gostar de mim","QAT","2018",12344.8351161643,81.0667117779949
"Concordo","Os outros alunos parecem gostar de mim","QAT","2022",15271.5587798234,83.2341141518885
"Concordo","Os outros alunos parecem gostar de mim","QAZ","2018",15318.3235447513,75.566937382838
"Concordo","Os outros alunos parecem gostar de mim","QAZ","2022",24204.5542524148,79.2825949881532
"Concordo","Os outros alunos parecem gostar de mim","QCH","2015",794275.969343026,59.6395599035366
"Concordo","Os outros alunos parecem gostar de mim","QCI","2018",654984.274550655,66.0065698488931
"Concordo","Os outros alunos parecem gostar de mim","QCN","2012",43773.4264,77.3347907435873
"Concordo","Os outros alunos parecem gostar de mim","QES","2015",340641.978845162,86.5943502506202
"Concordo","Os outros alunos parecem gostar de mim","QMR","2018",39269.270610695,59.7381031282571
"Concordo","Os outros alunos parecem gostar de mim","QRS","2012",13973.7755,76.9370716548912
"Concordo","Os outros alunos parecem gostar de mim","QRT","2018",21838.2245490994,62.309308934065
"Concordo","Os outros alunos parecem gostar de mim","QUC","2015",55410.5103236818,90.9592127867025
"Concordo","Os outros alunos parecem gostar de mim","QUD","2015",25344.4767402471,83.7529063804371
"Concordo","Os outros alunos parecem gostar de mim","QUE","2015",93800.1223835059,90.0528717754994
"Concordo","Os outros alunos parecem gostar de mim","QUR","2022",120889.053461027,73.004264261516
"Concordo","Os outros alunos parecem gostar de mim","ROM","2000",176873.5304,86.6632653030676
"Concordo","Os outros alunos parecem gostar de mim","ROU","2012",76750.1493,82.975453654437
"Concordo","Os outros alunos parecem gostar de mim","ROU","2015",142597.603862929,86.8353989541311
"Concordo","Os outros alunos parecem gostar de mim","ROU","2018",125554.836916569,84.7783441324479
"Concordo","Os outros alunos parecem gostar de mim","ROU","2022",137085.132401198,84.6104220040342
"Concordo","Os outros alunos parecem gostar de mim","RUS","2000",998732.8866,52.7401703025001
"Concordo","Os outros alunos parecem gostar de mim","RUS","2003",1018932.7719,50.8059836264946
"Concordo","Os outros alunos parecem gostar de mim","RUS","2012",608471.0581,79.2739895077483
"Concordo","Os outros alunos parecem gostar de mim","RUS","2015",720650.986576547,64.2903221938708
"Concordo","Os outros alunos parecem gostar de mim","RUS","2018",782580.98668111,62.2386016571863
"Concordo","Os outros alunos parecem gostar de mim","SAU","2018",300637.452249444,84.9226831788931
"Concordo","Os outros alunos parecem gostar de mim","SAU","2022",270303.269095057,85.1478773453943
"Concordo","Os outros alunos parecem gostar de mim","SGP","2012",29004.8375,86.3763929901857
"Concordo","Os outros alunos parecem gostar de mim","SGP","2015",37518.3383657602,81.1661731812897
"Concordo","Os outros alunos parecem gostar de mim","SGP","2018",36003.7214318195,81.7191502035436
"Concordo","Os outros alunos parecem gostar de mim","SGP","2022",34466.6873336932,82.1460099580067
"Concordo","Os outros alunos parecem gostar de mim","SLV","2022",50568.954790677,74.1808598159586
"Concordo","Os outros alunos parecem gostar de mim","SRB","2012",40824.313,92.3087763594351
"Concordo","Os outros alunos parecem gostar de mim","SRB","2018",50568.5274576901,81.7002805540244
"Concordo","Os outros alunos parecem gostar de mim","SRB","2022",52910.5699656615,89.2998873912052
"Concordo","Os outros alunos parecem gostar de mim","SVK","2003",67087.68,91.0076257111329
"Concordo","Os outros alunos parecem gostar de mim","SVK","2012",29627.6817,84.4850479349011
"Concordo","Os outros alunos parecem gostar de mim","SVK","2015",38107.4819032041,76.7467298173776
"Concordo","Os outros alunos parecem gostar de mim","SVK","2018",33069.426283586,74.4504039401531
"Concordo","Os outros alunos parecem gostar de mim","SVK","2022",38113.9382331942,80.3192301154901
"Concordo","Os outros alunos parecem gostar de mim","SVN","2012",10491.4068,88.537961008047
"Concordo","Os outros alunos parecem gostar de mim","SVN","2015",13162.085634666,78.4724854669837
"Concordo","Os outros alunos parecem gostar de mim","SVN","2018",13421.253760264,78.3112840595758
"Concordo","Os outros alunos parecem gostar de mim","SVN","2022",15067.3993142955,79.9321265494412
"Concordo","Os outros alunos parecem gostar de mim","SWE","2000",82751.0317,89.2927051044104
"Concordo","Os outros alunos parecem gostar de mim","SWE","2003",93803.9453,90.7421471812831
"Concordo","Os outros alunos parecem gostar de mim","SWE","2012",53027.0938,88.7815787498929
"Concordo","Os outros alunos parecem gostar de mim","SWE","2015",71749.002246768,78.4223175935066
"Concordo","Os outros alunos parecem gostar de mim","SWE","2018",73828.3089341306,79.2753418262059
"Concordo","Os outros alunos parecem gostar de mim","SWE","2022",88639.9396565867,81.6967560760777
"Concordo","Os outros alunos parecem gostar de mim","TAP","2012",139944.7815,72.2940628894394
"Concordo","Os outros alunos parecem gostar de mim","TAP","2015",181410.988681231,72.1533576448215
"Concordo","Os outros alunos parecem gostar de mim","TAP","2018",141739.674953883,62.5234977735867
"Concordo","Os outros alunos parecem gostar de mim","TAP","2022",130857.44263676,68.5881114748463
"Concordo","Os outros alunos parecem gostar de mim","THA","2000",395480.4587,75.5922576897716
"Concordo","Os outros alunos parecem gostar de mim","THA","2003",498449.6211,79.606931300236
"Concordo","Os outros alunos parecem gostar de mim","THA","2012",333201.7603,71.6749311487677
"Concordo","Os outros alunos parecem gostar de mim","THA","2015",390849.414726567,61.5710015837904
"Concordo","Os outros alunos parecem gostar de mim","THA","2018",351804.935519548,61.1077215137373
"Concordo","Os outros alunos parecem gostar de mim","THA","2022",380692.420388998,62.9688443064854
"Concordo","Os outros alunos parecem gostar de mim","TTO","2015",11261.7930199911,85.3342036250709
"Concordo","Os outros alunos parecem gostar de mim","TUN","2003",127892.598,88.7492026820903
"Concordo","Os outros alunos parecem gostar de mim","TUN","2012",63435.7744,85.1250546128563
"Concordo","Os outros alunos parecem gostar de mim","TUN","2015",91250.8193845254,80.3269134864044
"Concordo","Os outros alunos parecem gostar de mim","TUR","2003",176215.06,41.227472766391
"Concordo","Os outros alunos parecem gostar de mim","TUR","2012",486370.5504,85.8698605422536
"Concordo","Os outros alunos parecem gostar de mim","TUR","2015",588925.007525926,63.6424118313373
"Concordo","Os outros alunos parecem gostar de mim","TUR","2018",642959.611312107,72.6532149081453
"Concordo","Os outros alunos parecem gostar de mim","TUR","2022",646536.709639873,69.266690235657
"Concordo","Os outros alunos parecem gostar de mim","UKR","2018",216658.2397269,71.0692232687021
"Concordo","Os outros alunos parecem gostar de mim","URY","2003",28413.5266,92.6517082218599
"Concordo","Os outros alunos parecem gostar de mim","URY","2012",23586.1079,96.9263064764723
"Concordo","Os outros alunos parecem gostar de mim","URY","2015",32765.121956107,85.5783186700568
"Concordo","Os outros alunos parecem gostar de mim","URY","2018",35019.4363842978,88.1084342205743
"Concordo","Os outros alunos parecem gostar de mim","URY","2022",38345.0942253232,94.0341891308881
"Concordo","Os outros alunos parecem gostar de mim","USA","2000",2573337.4366,89.7523178361936
"Concordo","Os outros alunos parecem gostar de mim","USA","2012",2120929.8387,93.4579399474351
"Concordo","Os outros alunos parecem gostar de mim","USA","2015",3126112.88424097,88.6967149056715
"Concordo","Os outros alunos parecem gostar de mim","USA","2018",3028263.92231842,85.0864289125553
"Concordo","Os outros alunos parecem gostar de mim","USA","2022",3162956.27093965,86.3882133408953
"Concordo","Os outros alunos parecem gostar de mim","UZB","2022",398763.902846142,82.721025063612
"Concordo","Os outros alunos parecem gostar de mim","VNM","2012",259532.0108,40.824304145406
"Concordo","Os outros alunos parecem gostar de mim","VNM","2015",372689.394147255,42.5999288850195
"Concordo","Os outros alunos parecem gostar de mim","VNM","2018",341624.252576791,36.8821244372303
"Concordo","Os outros alunos parecem gostar de mim","VNM","2022",611504.658582513,65.0911275046339
"Concordo","Os outros alunos parecem gostar de mim","YUG","2003",56390.8658,92.1725705029491
"Concordo","Sinto que faço parte do grupo na escola","ALB","2000",18380.6031,86.31875080522
"Concordo","Sinto que faço parte do grupo na escola","ALB","2012",22315.2674,93.8312576207287
"Concordo","Sinto que faço parte do grupo na escola","ALB","2018",24219.0238548725,86.6117916493298
"Concordo","Sinto que faço parte do grupo na escola","ALB","2022",24265.4411044596,85.3634646663927
"Concordo","Sinto que faço parte do grupo na escola","ARE","2012",21255.1751,83.6236416955192
"Concordo","Sinto que faço parte do grupo na escola","ARE","2015",34680.2809714486,73.8660105867674
"Concordo","Sinto que faço parte do grupo na escola","ARE","2018",38556.2882310951,70.8718484218559
"Concordo","Sinto que faço parte do grupo na escola","ARE","2022",43424.0643317314,71.46235717097
"Concordo","Sinto que faço parte do grupo na escola","ARG","2000",427242.8238,89.4757977067475
"Concordo","Sinto que faço parte do grupo na escola","ARG","2012",302468.59,89.9251720405635
"Concordo","Sinto que faço parte do grupo na escola","ARG","2018",433064.1765896,76.4475223582216
"Concordo","Sinto que faço parte do grupo na escola","ARG","2022",467316.415484302,78.3692533020895
"Concordo","Sinto que faço parte do grupo na escola","AUS","2000",191462.1588,85.587189806483
"Concordo","Sinto que faço parte do grupo na escola","AUS","2003",202794.4824,87.9518890805739
"Concordo","Sinto que faço parte do grupo na escola","AUS","2012",125668.6648,78.060913800108
"Concordo","Sinto que faço parte do grupo na escola","AUS","2015",184291.211497123,71.8963216170778
"Concordo","Sinto que faço parte do grupo na escola","AUS","2018",175897.084620642,68.2356845626429
"Concordo","Sinto que faço parte do grupo na escola","AUS","2022",186125.109560304,70.1840996355111
"Concordo","Sinto que faço parte do grupo na escola","AUT","2000",60756.7515,86.5773065472175
"Concordo","Sinto que faço parte do grupo na escola","AUT","2003",73511.8782,88.7187164463987
"Concordo","Sinto que faço parte do grupo na escola","AUT","2012",45989.8119,85.951268772909
"Concordo","Sinto que faço parte do grupo na escola","AUT","2015",55765.0767179299,75.9962006246528
"Concordo","Sinto que faço parte do grupo na escola","AUT","2018",55525.8213215765,73.9582458935605
"Concordo","Sinto que faço parte do grupo na escola","AUT","2022",58445.4843520626,76.7472511965916
"Concordo","Sinto que faço parte do grupo na escola","BEL","2000",57526.8229,54.0428876722191
"Concordo","Sinto que faço parte do grupo na escola","BEL","2003",59366.9461,55.6857200163898
"Concordo","Sinto que faço parte do grupo na escola","BEL","2012",50372.6313,68.4337630440767
"Concordo","Sinto que faço parte do grupo na escola","BEL","2015",71281.0414510375,62.036447880804
"Concordo","Sinto que faço parte do grupo na escola","BEL","2018",68741.8027628817,58.2435169253976
"Concordo","Sinto que faço parte do grupo na escola","BEL","2022",89203.741539777,69.3426394470582
"Concordo","Sinto que faço parte do grupo na escola","BGR","2000",61434.6156,74.0430606112308
"Concordo","Sinto que faço parte do grupo na escola","BGR","2012",27862.7445,82.0471807683225
"Concordo","Sinto que faço parte do grupo na escola","BGR","2015",36505.6092335615,67.9997088874245
"Concordo","Sinto que faço parte do grupo na escola","BGR","2018",30884.0518553824,64.5414899354788
"Concordo","Sinto que faço parte do grupo na escola","BGR","2022",40326.3207516257,75.4871698311956
"Concordo","Sinto que faço parte do grupo na escola","BIH","2018",23147.5371400608,80.2542810318917
"Concordo","Sinto que faço parte do grupo na escola","BLR","2018",45652.1306582895,58.2795404822145
"Concordo","Sinto que faço parte do grupo na escola","BRA","2000",2611971.9244,89.3555417667738
"Concordo","Sinto que faço parte do grupo na escola","BRA","2003",1607651.999,92.2352088583954
"Concordo","Sinto que faço parte do grupo na escola","BRA","2012",1246795.9484,86.2710803964456
"Concordo","Sinto que faço parte do grupo na escola","BRA","2015",1846556.48749356,76.1165096428688
"Concordo","Sinto que faço parte do grupo na escola","BRA","2018",1504163.01234341,73.8471243089514
"Concordo","Sinto que faço parte do grupo na escola","BRA","2022",1714172.27769079,75.7487251692406
"Concordo","Sinto que faço parte do grupo na escola","BRN","2018",4154.60434467089,60.2203776907643
"Concordo","Sinto que faço parte do grupo na escola","BRN","2022",3550.97093215229,59.3807949470969
"Concordo","Sinto que faço parte do grupo na escola","CAN","2000",280626.2522,81.8899794218236
"Concordo","Sinto que faço parte do grupo na escola","CAN","2003",236720.384,81.1580147910276
"Concordo","Sinto que faço parte do grupo na escola","CAN","2012",175046.9061,78.3652376441757
"Concordo","Sinto que faço parte do grupo na escola","CAN","2015",237399.465254063,71.603848270635
"Concordo","Sinto que faço parte do grupo na escola","CAN","2018",226148.663337797,67.467392753274
"Concordo","Sinto que faço parte do grupo na escola","CAN","2022",258409.824838602,72.1994088262637
"Concordo","Sinto que faço parte do grupo na escola","CHE","2000",55192.8911,80.2131762705096
"Concordo","Sinto que faço parte do grupo na escola","CHE","2003",68702.3108,81.7346024270051
"Concordo","Sinto que faço parte do grupo na escola","CHE","2012",42820.086,82.4995359410423
"Concordo","Sinto que faço parte do grupo na escola","CHE","2015",58234.0986934078,70.8241667102803
"Concordo","Sinto que faço parte do grupo na escola","CHE","2018",49814.4559205023,69.4922775949255
"Concordo","Sinto que faço parte do grupo na escola","CHE","2022",59536.7675535105,78.6520583031938
"Concordo","Sinto que faço parte do grupo na escola","CHL","2000",189602.752,88.9419879861261
"Concordo","Sinto que faço parte do grupo na escola","CHL","2012",130181.9044,87.5410642397092
"Concordo","Sinto que faço parte do grupo na escola","CHL","2015",157476.621381813,77.2770935837501
"Concordo","Sinto que faço parte do grupo na escola","CHL","2018",159385.43077223,74.5376506084915
"Concordo","Sinto que faço parte do grupo na escola","CHL","2022",154929.200817146,72.3601762608445
"Concordo","Sinto que faço parte do grupo na escola","COL","2012",308990.9029,94.0506904010927
"Concordo","Sinto que faço parte do grupo na escola","COL","2015",421676.775012918,74.2587614041225
"Concordo","Sinto que faço parte do grupo na escola","COL","2018",427224.644419652,80.6120695045544
"Concordo","Sinto que faço parte do grupo na escola","COL","2022",490490.467868639,83.6040364578895
"Concordo","Sinto que faço parte do grupo na escola","CRI","2012",22592.1734,90.7461179571022
"Concordo","Sinto que faço parte do grupo na escola","CRI","2015",38760.9764376814,74.6878356130699
"Concordo","Sinto que faço parte do grupo na escola","CRI","2018",36164.2909011828,79.5262493564158
"Concordo","Sinto que faço parte do grupo na escola","CRI","2022",45859.7011422267,80.104371789692
"Concordo","Sinto que faço parte do grupo na escola","CZE","2000",92405.6509,74.4431842510412
"Concordo","Sinto que faço parte do grupo na escola","CZE","2003",88389.9146,77.4320954316781
"Concordo","Sinto que faço parte do grupo na escola","CZE","2012",40933.5528,78.0653829651204
"Concordo","Sinto que faço parte do grupo na escola","CZE","2015",59918.2299580898,70.8936071533409
"Concordo","Sinto que faço parte do grupo na escola","CZE","2018",60897.400203354,69.3532402672408
"Concordo","Sinto que faço parte do grupo na escola","CZE","2022",72981.8287011028,72.7882364199579
"Concordo","Sinto que faço parte do grupo na escola","DEU","2000",667697.4517,83.4925527030347
"Concordo","Sinto que faço parte do grupo na escola","DEU","2003",704149.8484,87.194058829663
"Concordo","Sinto que faço parte do grupo na escola","DEU","2012",346894.0899,83.6450603995345
"Concordo","Sinto que faço parte do grupo na escola","DEU","2015",555291.909689482,74.8500948657361
"Concordo","Sinto que faço parte do grupo na escola","DEU","2018",551463.112091413,75.0376445398728
"Concordo","Sinto que faço parte do grupo na escola","DEU","2022",518792.251649243,76.1362965712249
"Concordo","Sinto que faço parte do grupo na escola","DNK","2000",40239.5716,85.7427171184685
"Concordo","Sinto que faço parte do grupo na escola","DNK","2003",34386.7879,69.4974348109606
"Concordo","Sinto que faço parte do grupo na escola","DNK","2012",31973.402,77.3923535771746
"Concordo","Sinto que faço parte do grupo na escola","DNK","2015",42635.2141980118,70.2918896951011
"Concordo","Sinto que faço parte do grupo na escola","DNK","2018",43165.8814461671,71.9827766827253
"Concordo","Sinto que faço parte do grupo na escola","DNK","2022",39792.0317979549,69.921630445254
"Concordo","Sinto que faço parte do grupo na escola","DOM","2015",88467.5986245809,66.869065968438
"Concordo","Sinto que faço parte do grupo na escola","DOM","2018",108093.544452436,77.0278905697836
"Concordo","Sinto que faço parte do grupo na escola","DOM","2022",98540.2164381214,80.8526420802657
"Concordo","Sinto que faço parte do grupo na escola","DZA","2015",267880.728045055,87.3580630476811
"Concordo","Sinto que faço parte do grupo na escola","ESP","2000",201538.9706,51.9117148539467
"Concordo","Sinto que faço parte do grupo na escola","ESP","2003",284894.7525,84.9871938809263
"Concordo","Sinto que faço parte do grupo na escola","ESP","2012",225500.2798,93.1278414185468
"Concordo","Sinto que faço parte do grupo na escola","ESP","2015",348866.667911849,87.2307532987703
"Concordo","Sinto que faço parte do grupo na escola","ESP","2018",360618.871761515,86.5409493274031
"Concordo","Sinto que faço parte do grupo na escola","ESP","2022",395305.755525576,86.117737850384
"Concordo","Sinto que faço parte do grupo na escola","EST","2012",6205.5579,80.9862713792202
"Concordo","Sinto que faço parte do grupo na escola","EST","2015",8452.42915030487,78.0171685296038
"Concordo","Sinto que faço parte do grupo na escola","EST","2018",8399.69579104313,73.5879251466437
"Concordo","Sinto que faço parte do grupo na escola","EST","2022",10372.719188682,77.7276543420833
"Concordo","Sinto que faço parte do grupo na escola","FIN","2000",54814.8106,88.6791756964282
"Concordo","Sinto que faço parte do grupo na escola","FIN","2003",51016.9556,88.717557214288
"Concordo","Sinto que faço parte do grupo na escola","FIN","2012",32362.6096,84.2769933582038
"Concordo","Sinto que faço parte do grupo na escola","FIN","2015",45700.4828608193,80.2688497022031
"Concordo","Sinto que faço parte do grupo na escola","FIN","2018",42364.9926779546,75.4196119090864
"Concordo","Sinto que faço parte do grupo na escola","FIN","2022",46822.0756723472,79.4203757757612
"Concordo","Sinto que faço parte do grupo na escola","FRA","2000",310150.2529,44.1418037045165
"Concordo","Sinto que faço parte do grupo na escola","FRA","2003",319588.1243,45.0447004030013
"Concordo","Sinto que faço parte do grupo na escola","FRA","2012",212814.6778,47.3848301798425
"Concordo","Sinto que faço parte do grupo na escola","FRA","2015",300776.00449633,40.9250326920397
"Concordo","Sinto que faço parte do grupo na escola","FRA","2018",288388.725425287,38.1225858904226
"Concordo","Sinto que faço parte do grupo na escola","FRA","2022",569882.189698574,72.9415865572781
"Concordo","Sinto que faço parte do grupo na escola","GBR","2000",523520.7555,83.8511773799239
"Concordo","Sinto que faço parte do grupo na escola","GBR","2003",552553.8298,84.5556346419305
"Concordo","Sinto que faço parte do grupo na escola","GBR","2012",353208.8052,79.3830117764156
"Concordo","Sinto que faço parte do grupo na escola","GBR","2015",425543.820327846,67.7938435791452
