"faixa_etaria","ano","sexo","tx_100mil","aumento"
"15 a 19 anos",2019,"todos",9.63274681720444,102.488719531755
"15 a 19 anos",2020,"todos",7.89130964923099,65.882195039888
"15 a 19 anos",2021,"todos",7.97087556368378,67.5547397918317
"15 a 19 anos",2022,"todos",9.26804007232242,94.8222664237115
"15 a 19 anos",2023,"todos",9.32977758960219,96.120042754625
"20 anos ou mais",2011,"todos",5.46291592232015,0
"20 anos ou mais",2012,"todos",4.82117564356795,-11.7472113405627
"20 anos ou mais",2013,"todos",5.32728820455575,-2.48269824564309
"20 anos ou mais",2014,"todos",5.66768134219064,3.74828063953659
"20 anos ou mais",2015,"todos",5.80980783481607,6.34994053411298
"20 anos ou mais",2016,"todos",5.17075947756419,-5.34799453094782
"20 anos ou mais",2017,"todos",5.34036460560109,-2.24333155519288
"20 anos ou mais",2018,"todos",5.48711964327705,0.443054978349746
"20 anos ou mais",2019,"todos",5.95565938987039,9.01978859929015
"20 anos ou mais",2020,"todos",4.95027068459109,-9.3840953259872
"20 anos ou mais",2021,"todos",5.33771143691786,-2.29189845098535
"20 anos ou mais",2022,"todos",5.97597815316948,9.39172848612009
"20 anos ou mais",2023,"todos",6.73441529164455,23.275104127621
